title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Make the World Go Away,Eddy Arnold,7GafJyGdVj7ahXo96LwFM4,0.214,0.215,1,-11.312,1,0.0318,0.926,9.33e-05,0.121,0.477,205.359,3
Stay,Sugarland,40bd032FvXsRP6QIeKkANi,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,3
Daydreams About Night Things,Ronnie Milsap,1PTngmREtR0P0YMLdqVWBj,0.631,0.54,2,-8.983,1,0.0322,0.542,0.0,0.115,0.934,138.8,10
Delta Dawn,Tanya Tucker,7GH8qNOm2gEKryVUyVzkmt,0.619,0.507,5,-7.677,1,0.0335,0.71,0.0,0.258,0.694,77.995,10
Ocean Front Property,George Strait,4G9eIyEcVwLoG7kYNFpSII,0.656,0.326,2,-15.756,1,0.0283,0.111,0.0,0.25,0.787,78.298,10
Big Iron,Marty Robbins,0AQquaENerGps8BQmbPw14,0.726,0.474,1,-7.834,0,0.0491,0.803,0.0,0.258,0.57,116.027,10
Are You Gonna Kiss Me Or Not,Thompson Square,2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,4
If You've Got The Money I've Got the Time,Willie Nelson,7aVapcvsbFYYmcQvhkc8Rc,0.712,0.745,2,-6.698,1,0.0409,0.399,0.121,0.155,0.961,109.851,15
Chattahoochee,Alan Jackson,0zguOtmQBHtdzIG35vZilH,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,15
Don't Come Home A-Drinkin' (With Lovin' On Your Mind),Loretta Lynn,1Ch2cPleHoVVXLVRRrGF6o,0.691,0.604,1,-6.587,1,0.062,0.658,0.000597,0.189,0.885,83.602,10
I Swear,John Michael Montgomery,7wIaLkbQzG6HMnE28etnif,0.628,0.496,1,-7.103,1,0.0233,0.242,1.2e-05,0.147,0.266,85.523,6
What Kinda Gone,Chris Cagle,7uPReljrrTaqzDCcx4JHmi,0.494,0.861,5,-5.236,1,0.0365,0.257,0.0,0.103,0.668,172.052,4
Lucille,Kenny Rogers,15ADURMdkO25JGD5mIcodM,0.646,0.362,5,-11.954,1,0.0312,0.724,0.0,0.134,0.387,142.46,3
"Heads Carolina, Tails California",Jo Dee Messina,6Lmx6bz3PGYuNSjKMnYBOa,0.607,0.815,4,-6.619,1,0.039,0.0471,2.81e-05,0.111,0.57,136.949,1
North to Alaska,Johnny Horton,4mCB2FpWvmT3GcXUWyn0gs,0.646,0.374,0,-14.064,1,0.0392,0.711,0.0,0.256,0.903,82.947,10
Toes,Zac Brown Band,4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,10
Wings of a Dove,"Ferlin Husky, Hank Locklin",31vF1iGX0S3Dtv0rQfEksJ,0.5,0.319,4,-15.735,1,0.039,0.497,0.0,0.101,0.646,177.489,3
Wings Of A Dove,"Dolly Parton, Tammy Wynette, Loretta Lynn",2UOXPChomSLn151c0aboSx,0.635,0.528,0,-7.078,1,0.0237,0.309,0.0,0.25,0.748,95.773,15
I Wouldn't Have Missed It For The World,Ronnie Milsap,7sNKhnl4MZnHdMzvmC4jG5,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,13
(Ghost) Riders in the Sky,Johnny Cash,3I1vEQhGwRK7URrTq4BqNl,0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,7
I Go Back,Kenny Chesney,0Ox458KpvZQ1Kuj9mUNPLL,0.513,0.805,5,-6.918,1,0.0466,0.0421,0.0,0.208,0.69,89.963,1
Maybe It Was Memphis,Pam Tillis,3wjD3Ufjll7UKrEDPdGuX3,0.495,0.695,9,-6.929,1,0.0318,0.437,0.00048,0.0734,0.496,73.656,13
Linda on My Mind,Conway Twitty,1QBhszc25PesXgxCOAIdI2,0.667,0.394,9,-8.741,1,0.0259,0.66,0.0,0.0653,0.531,108.432,10
If I Die Young,The Band Perry,4aY0tZIaboefmkBEsjAovI,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,13
Pop a Top,Jim Ed Brown,73AgVwYUEPn9kB0a97b4LW,0.524,0.497,9,-10.824,1,0.0372,0.687,5.66e-06,0.175,0.913,118.263,10
Deeper Than the Holler,Randy Travis,3xx0jE52PbtvwXgNaBUdch,0.647,0.482,5,-8.591,1,0.0262,0.29,0.0,0.232,0.437,142.648,13
We Danced,Brad Paisley,4HHtqzri9jrmAGFyucxkLG,0.596,0.465,9,-8.511,1,0.0253,0.385,0.0,0.106,0.141,73.013,13
You're Lookin' At Country,Loretta Lynn,1kQ72jbOMbGhZgQsylugAt,0.641,0.447,10,-9.494,1,0.0352,0.754,0.0,0.0893,0.9,76.244,10
Don't Rock the Jukebox,Alan Jackson,3oyByfBYegVEDwYyqx9pRd,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,1
Who Wouldn't Wanna Be Me,Keith Urban,7MtZJEuIZ6GEKGSN7ttTkX,0.666,0.817,2,-6.072,1,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,15
Heartaches by the Numbers - Rerecorded,Guy Mitchell,1KcSPQqbbbBCFyAVmJySst,0.614,0.562,5,-11.999,1,0.0815,0.481,4.6e-06,0.12,0.815,171.677,10
The House That Built Me,Miranda Lambert,02eD9ymfJOJOhM97HYp5R9,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,3
She's Not the Cheatin' Kind,Brooks & Dunn,7K1a1MSYYqTgPofuGD6ctM,0.679,0.779,9,-5.124,1,0.0334,0.203,0.0,0.219,0.703,110.556,1
England Swings,Roger Miller,2vnaSKQS0QmmOMXchE1t8y,0.673,0.218,2,-18.254,1,0.327,0.55,2.26e-05,0.091,0.526,144.788,3
There Goes My Life,Kenny Chesney,1CjQCQsl9FDb3WhjGcFOzG,0.577,0.483,4,-8.141,1,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,13
One Piece at a Time,"Johnny Cash, Tennessee Three",1sueD22EyCamMjdQu9Kuo3,0.721,0.539,10,-14.064,1,0.351,0.685,0.0,0.282,0.963,102.648,10
"I Was Country When Country Wasn't Cool - Live At The Roy Acuff Theater Nashville, TN, 1981","Barbara Mandrell, George Jones",2jQw7zMJO4fekTbP7iVA4v,0.607,0.389,0,-17.901,1,0.0405,0.375,0.000193,0.953,0.509,105.01,12
I'm a Ramblin' Man,Waylon Jennings,7FYQ5lnm0aSw5gughyiDkr,0.772,0.561,7,-11.654,1,0.0319,0.333,0.00344,0.0931,0.768,109.438,10
Rain Is A Good Thing,Luke Bryan,1YhFtqwcN138S6ng3MT1nN,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,11
Wasted Days and Wasted Nights,Freddy Fender,0Ao3qWJKueyfs3iqwGN30F,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69e-05,0.201,0.85,87.587,10
Wanted,Hunter Hayes,0f1svjHSiaCJif6noKKVHa,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,4
I Love the Way You Love Me,John Michael Montgomery,6MnDkyb3VstTCT9ELxjfeE,0.447,0.319,8,-10.732,1,0.0264,0.63,1.35e-06,0.106,0.246,162.109,3
Daytime Friends,Kenny Rogers,5lwDkNZxwGNzJMh2eanLFM,0.577,0.538,7,-14.188,1,0.0417,0.342,0.0,0.0594,0.812,150.238,10
All-American Girl,Carrie Underwood,2dRPQFwPqAmc42mDRnsDQu,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,1
You And I,"Eddie Rabbitt, Crystal Gayle",7sWlOFUnQShNdxgk1B0TuW,0.377,0.326,5,-12.515,1,0.0292,0.249,0.000686,0.111,0.222,163.741,3
Don't You Wanna Stay (with Kelly Clarkson),"Jason Aldean, Kelly Clarkson",2usybbJIyVPm1aeGK2bitr,0.45,0.634,11,-4.814,1,0.0308,0.0985,0.0,0.0883,0.13,143.75,13
The End of the World,Skeeter Davis,5DTOOkooKFUvWj1XQTFa09,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,3
Song of the South,Alabama,2uX5f3x2cObov0iDAPln4o,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158,4
American Kids,Kenny Chesney,1dgWTMoHwTUnQhOQ8SR5fV,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,15
The Girl On The Billboard,Del Reeves,6ZNqzdQ65tLk7fnxwch6LG,0.617,0.748,2,-9.69,1,0.0354,0.75,0.0,0.285,0.963,83.15,10
Breathe,Faith Hill,3y4LxiYMgDl4RethdzpmNe,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,13
Behind Closed Doors,Charlie Rich,4NRFiS0pHjTFDjOm1LWTZj,0.472,0.338,2,-11.196,1,0.0273,0.85,0.000221,0.0761,0.522,85.66,3
Elvira,The Oak Ridge Boys,0mG66FLhO0iZ6XCAGdjpax,0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,10
Love Me Like You Mean It,Kelsea Ballerini,5JgNsYcjcSk4bYiZjYE7tL,0.638,0.829,4,-6.968,1,0.0523,0.059,0.0,0.323,0.845,152.008,1
Working Man Blues,Merle Haggard,1BvL1umLZqA3MNhRVFzIyI,0.662,0.519,1,-14.241,1,0.0364,0.435,2.65e-05,0.0659,0.846,104.464,10
The Three Bells,The Browns,24SbmQo3XQkNLpSBYda4DA,0.47,0.159,7,-14.795,1,0.0403,0.893,0.0,0.124,0.418,106.488,3
She Believes In Me,Kenny Rogers,5ggOAMsJCAYDHnyoqJ0xAD,0.32,0.413,10,-12.472,1,0.0314,0.484,4.97e-06,0.346,0.313,142.765,3
You're Gonna Miss This,Trace Adkins,7Efs0OIW6zgQyH7ehKZYpN,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,4
Detroit City,Bobby Bare,7eNM9suHz80f4fbC8aobod,0.519,0.319,11,-13.142,1,0.0287,0.518,9.05e-06,0.096,0.473,121.647,3
Who's That Man,Toby Keith,21rPFUpYjGKXjwrN13cHv6,0.809,0.617,2,-7.469,1,0.0372,0.219,0.0,0.057,0.513,123.416,15
I Can't Help It (If I'm Still In Love With You) - Single Version,"Hank Williams, Drifting Cowboys",5hwgwSJrc1NDmBZwmBYX4i,0.682,0.15,4,-14.243,1,0.0387,0.856,0.0,0.293,0.561,116.12,3
Yeah,Joe Nichols,43lL05gZ1DqG4YJ74rCPmM,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,4
(I'm A) Stand by My Woman Man,Ronnie Milsap,0phpkeFYmnW1p8oLmmGRFT,0.611,0.465,2,-9.993,1,0.0342,0.575,0.0,0.0861,0.595,119.188,10
Beer In Mexico,Kenny Chesney,58dRbjabfppvKsQlV0timz,0.583,0.909,2,-6.357,1,0.0421,0.00114,0.000455,0.0959,0.473,137.987,6
He'll Have to Go,Jim Reeves,7DH5dXVuQaqcKf9oTy9oUN,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,3
Love Like Crazy,Lee Brice,6Ozp6ac86CSHMik8lbvJuM,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,13
Pancho and Lefty,"Willie Nelson, Merle Haggard",1A6P8IxzNyBRsQualaNXNY,0.665,0.37,2,-16.651,1,0.035,0.651,0.000315,0.073,0.519,122.997,3
The Closer You Get,Alabama,6CG3BXccaxPwFwymSSJBNy,0.756,0.417,7,-14.943,1,0.0309,0.178,1.8e-06,0.123,0.831,113.996,10
Why Ya Wanna,Jana Kramer,08f0fHqZigPgPHCfRjk8SC,0.299,0.676,4,-3.187,1,0.051,0.273,0.0,0.113,0.298,167.498,4
Galveston - Remastered 2001,Glen Campbell,7GCNh1ibQiae8aimaEUOFq,0.526,0.52,5,-8.918,1,0.0296,0.202,0.000329,0.156,0.675,118.404,10
Two Dozen Roses,Shenandoah,0e05wFNr6zg1ULcp4NKs1p,0.687,0.648,4,-9.137,1,0.027,0.314,1.37e-06,0.289,0.6,121.341,10
Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,1
I've Been Everywhere,Hank Snow,59KLbEPx6oU0fdwtTVaQAw,0.387,0.579,6,-11.162,1,0.0397,0.896,0.0131,0.153,0.922,119.788,10
Must Be Doin' Somethin' Right,Billy Currington,57i0MaWyZGlWxEvNUxTMZK,0.485,0.629,9,-3.967,1,0.0263,0.187,0.0,0.0516,0.426,167.733,4
Golden Ring,"George Jones, Tammy Wynette",5HywRUoXNfWpiR1dAwoZip,0.533,0.52,11,-12.32,1,0.0472,0.53,0.0,0.173,0.652,83.194,10
All My Rowdy Friends (Have Settled Down),"Hank Williams, Jr.",7hBrO5jpSGEbd9X6zxGxQI,0.711,0.542,0,-10.319,1,0.0287,0.23,5.2e-06,0.28,0.813,127.002,15
Somebody Like You,Keith Urban,0b9djfiuDIMw1zKH6gV74g,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,1
I Can't Stop Loving You,Ray Charles,79nJj5dMyTsUzKvN5jUXsJ,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,3
Crash My Party,Luke Bryan,6GBUsjHfZuweYf5lQEz6mP,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,4
She's Got You - Single Version,Patsy Cline,4H1POasJbrLNaQirsIH29e,0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,3
Just To See You Smile,Tim McGraw,28efjJXBm1CuCmqle5HK2w,0.492,0.823,6,-8.526,1,0.0297,0.127,0.0,0.0523,0.702,94.342,1
Amanda,Waylon Jennings,4wX0h5Ywx8oIe94PshTv9o,0.512,0.24,9,-17.559,1,0.0329,0.737,0.651,0.106,0.175,62.101,16
Even If It Breaks Your Heart,Eli Young Band,0Nu9WA8kEbBWEsay2s8Q0U,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,4
Abilene,George Hamilton IV,5bA26v8eeZrbHJpD4YPKAX,0.63,0.448,5,-15.015,1,0.0271,0.445,1.43e-05,0.271,0.753,104.024,10
This Kiss,Faith Hill,5EYWGM3Ns3iYew8ws0FatB,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,4
Bottoms Up,Brantley Gilbert,7nDoBWDvf02SyD8kEQuuPO,0.474,0.857,7,-5.734,1,0.0435,0.113,0.0,0.133,0.545,170.006,4
A Better Man,Clint Black,0dJ5V9MpWexOq1nRDO2JY2,0.649,0.667,4,-9.125,1,0.0266,0.64,0.000119,0.117,0.78,162.161,10
Why Me,Kris Kristofferson,6n3VD8CbR307p1e4RECHHb,0.416,0.191,7,-13.184,1,0.026,0.643,1.33e-06,0.116,0.286,82.088,3
What Was I Thinkin',Dierks Bentley,0r8iDf65NHgFgZOGLwj5r8,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,7
I Think I'll Just Stay Here And Drink,Merle Haggard,2Nj2RTsHJsBKZaCuKQqcg8,0.609,0.681,9,-11.491,1,0.0394,0.0999,0.0495,0.0422,0.895,172.609,1
The Chair,George Strait,4sDiJmHNcm0wLTH8ns65va,0.643,0.284,9,-17.665,1,0.0268,0.431,8.22e-06,0.329,0.484,89.881,3
She's Everything,Brad Paisley,3dAgQFdruU8ufWc5GE05xC,0.355,0.478,0,-8.323,1,0.0334,0.569,2.88e-06,0.194,0.271,102.967,3
"Please Help Me, I'm Falling",Hank Locklin,0dc0eU5THc1uE0Q0KV73XN,0.552,0.336,7,-10.712,1,0.0311,0.828,0.0,0.324,0.553,105.479,3
Slow Hand,Conway Twitty,0QswJbk01Wu6xzZ9x7Xhln,0.792,0.476,5,-11.977,1,0.0302,0.478,0.0,0.0428,0.87,106.745,10
City of New Orleans,Willie Nelson,15qBdyeOsal1QJvB3ysW9g,0.543,0.633,2,-11.693,1,0.05,0.477,2.14e-05,0.16,0.613,151.609,10
Tattoos on This Town,Jason Aldean,6yfkS5EStKiKLMNY27dvqL,0.511,0.776,7,-4.371,1,0.0369,0.018,3.75e-05,0.0986,0.447,81.101,13
Life's a Dance,John Michael Montgomery,0NyMrtH8mUuvtJjEpESn7J,0.64,0.533,5,-9.846,1,0.0264,0.403,0.0,0.176,0.652,135.224,10
Singing the Blues,Marty Robbins,4vcHOxfV846dVjyToPFBRp,0.546,0.469,5,-8.967,1,0.0289,0.391,0.0,0.091,0.779,142.712,10
These Are My People,Rodney Atkins,5jFid6SUnYqohvNvNuZvIz,0.558,0.896,0,-3.687,1,0.0545,0.0316,0.0,0.528,0.63,90.064,6
Wolverton Mountain,Claude King,7GjmzKbriJewFNDPJtVjey,0.629,0.335,9,-15.039,1,0.0499,0.806,1.21e-06,0.217,0.834,157.193,10
Who's Cheatin' Who,Alan Jackson,7b7ch5lDx13Jwm2623CxJS,0.656,0.816,7,-8.553,1,0.029,0.226,1.02e-05,0.264,0.962,133.237,1
You'e the Reason God Made Oklahoma,"David Frizzell, Shelly West",0cJJFg7Wv8moeq1JMd1xPv,0.492,0.393,9,-11.191,1,0.04,0.571,2.33e-06,0.16,0.335,96.531,3
Drunk On You,Luke Bryan,3b7CDTKB0SRTmQ6ytYi5vZ,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,4
Down at the Twist and Shout,Mary Chapin Carpenter,76BuIHRNV8KDdrYveZBOOa,0.572,0.956,9,-4.376,1,0.0619,0.434,0.0,0.0281,0.975,192.309,1
Only Daddy That'll Walk the Line,Waylon Jennings,2ejzZzYYXIeo5thfL506Xs,0.62,0.477,8,-10.775,1,0.0321,0.752,1.65e-05,0.201,0.864,81.341,10
Tequila Makes Her Clothes Fall Off,Joe Nichols,6IC6VhpV7D8T1t037Atqpu,0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,15
"Old Dogs, Children And Watermelon Wine",Tom T. Hall,0TD22Pd8CsaLwMWMhzUusU,0.544,0.297,5,-15.972,1,0.0302,0.681,0.000397,0.187,0.614,109.573,3
Sold (The Grundy County Auction Incident),John Michael Montgomery,0NLBwQBYJhEM9t3KAMPFVR,0.771,0.848,2,-7.365,1,0.035,0.108,0.0,0.35,0.803,115.642,15
As She's Walking Away (feat. Alan Jackson),"Zac Brown Band, Alan Jackson",65UCejW01DAovmluVYHWAt,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908,4
Honky Tonk Blues,"Hank Williams, Drifting Cowboys",2fxjDPEGxXpPvp7uiSi5qN,0.781,0.229,9,-12.621,1,0.0419,0.821,8.25e-06,0.0638,0.761,127.829,10
Just A Kiss,Lady A,2OXidlnDThZR3zf36k6DVL,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,6
Whiskey River,Willie Nelson,6gS6XQ4OqMddkgzHNz40E5,0.581,0.574,7,-9.298,1,0.0405,0.363,0.000902,0.107,0.853,76.915,10
Brand New Man - with Luke Combs,"Brooks & Dunn, Luke Combs",001UkMQHw4zXfFNdKpwXAF,0.573,0.846,7,-4.866,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,1
For the Good Times,Ray Price,4cIGNFaKpoVuJfVvixS0mU,0.352,0.204,3,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,3
I Got A Feelin',Billy Currington,1tF370eYXUcWwkIvaq3IGz,0.63,0.764,2,-4.353,1,0.0275,0.363,0.0,0.125,0.631,112.098,15
Satin Sheets,Jeanne Pruett,1xDm4Oo1aY0yXtrnYUAAUb,0.568,0.253,2,-13.607,1,0.0261,0.765,0.0,0.0696,0.366,99.082,3
Don't Ya,Brett Eldredge,3Qe097eJNp9MfpT2PieEw0,0.537,0.693,9,-5.256,1,0.0847,0.0566,0.0,0.146,0.581,176.004,4
Through The Years - Single Version,Kenny Rogers,4pP5xVUYEZljcmfyYFQXsx,0.587,0.393,0,-11.455,1,0.028,0.225,0.0,0.107,0.271,131.266,6
I Don't Wanna Play House,Tammy Wynette,0mSywazXcVFQZRk2Gg9ImX,0.546,0.258,7,-12.894,1,0.0317,0.806,1.06e-05,0.165,0.464,100.683,3
Austin,Blake Shelton,2WQAknZHrJAEQOFXe0F44P,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,13
Anymore,Travis Tritt,4DkA3DNGcEAh5SztzpTxPh,0.533,0.365,11,-9.407,1,0.0253,0.463,1.36e-06,0.104,0.289,148.215,3
Two Dollars in the Jukebox,Eddie Rabbitt,295bGNXW52O8kQS2qX9Odg,0.715,0.489,5,-10.687,1,0.0323,0.671,3.06e-06,0.371,0.927,136.124,10
Nothing On But The Radio,Gary Allan,3SRuODYNV4j2ckkJ9Samju,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,1
Strawberry Wine,Deana Carter,3ODF56f90W3qxDqxHAUi3v,0.558,0.435,1,-6.812,1,0.0264,0.302,0.0,0.0351,0.199,122.385,6
White Lightning - Single Version,George Jones,7o68KX6XyCS9lydBTH6TCP,0.583,0.8,10,-9.689,1,0.0909,0.706,0.0,0.122,0.958,74.056,10
She's Got You,Loretta Lynn,470TV9eqeKpuXiOd4NbNsN,0.358,0.266,7,-10.749,1,0.0445,0.88,0.000875,0.115,0.479,178.636,3
On the Other Hand,Randy Travis,5MkOctZG8LI9uHzpY7ncWj,0.657,0.415,5,-9.915,1,0.025,0.175,5.65e-06,0.132,0.347,96.03,13
I Got the Boy,Jana Kramer,6VZCuvHwk3xmjwgKga0bNi,0.625,0.569,0,-5.954,1,0.0271,0.26,0.0,0.127,0.361,149.987,6
Straight Tequila Night,John Anderson,5SpoN8sCoc05RfVde4raGN,0.64,0.639,9,-10.11,1,0.0331,0.134,0.0,0.178,0.593,109.263,13
Are You Sure Hank Done It This Way,Waylon Jennings,4eH47ofIZbrbKwmLJSu5hb,0.834,0.551,4,-11.13,1,0.0295,0.461,0.135,0.116,0.73,113.843,10
Gimmie That Girl,Joe Nichols,2pf63Aa47XDtTIkfKbZc7I,0.508,0.9,2,-3.559,1,0.117,0.202,0.000325,0.697,0.67,162.098,12
Any Man Of Mine,Shania Twain,0pdfN7nOHMYmKykzu1cyfm,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235,1
Green Green Grass Of Home,Porter Wagoner,6Ss6vCdWHgCuiB3icgBAwY,0.676,0.334,3,-11.505,1,0.0266,0.605,0.000189,0.113,0.592,95.949,10
Leave The Night On,Sam Hunt,3wx2kQWPn9p5UppQbNhPAk,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,4
Tryin' To Get Over You,Vince Gill,2rKtSHDkql7aZuWKUdSylq,0.578,0.371,2,-10.537,1,0.0283,0.632,1.75e-05,0.165,0.188,60.503,3
Dust On The Bottle,David Lee Murphy,0Xg68XXMRWzKQvD5S6BFvI,0.736,0.614,11,-11.124,1,0.0389,0.0237,5.84e-06,0.292,0.858,99.942,1
Why Don't We Just Dance,Josh Turner,2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,1
Together Again - 2006 Remastered Version,Buck Owens,2GFRVCQn8vhDWiwST1alsH,0.375,0.181,1,-12.565,1,0.0347,0.652,0.0151,0.155,0.535,114.91,3
Walkaway Joe,Trisha Yearwood,5pzoq7ggrA0GN3SMjy0NT8,0.619,0.405,0,-10.367,1,0.0263,0.885,0.00032,0.0718,0.428,114.051,3
Ten Rounds with Jose Cuervo - Recall Mix,Tracy Byrd,1ZE0BKf8zRD6DLif1BG9x0,0.681,0.864,2,-7.839,1,0.0347,0.00504,0.0,0.212,0.931,127.079,15
Coat of Many Colors,Dolly Parton,1l2Xmg54EUr3TDzNIaCr1z,0.624,0.257,5,-13.341,1,0.0444,0.93,7.56e-05,0.138,0.681,85.617,3
The Good Stuff,Kenny Chesney,1EKiQ1InQXuodp4M1idrng,0.586,0.675,7,-7.819,1,0.0776,0.26,0.0,0.144,0.473,143.92,13
I Can't Stop Loving You,Don Gibson,3mewJ611cPqPIk8EQDiA12,0.595,0.289,11,-11.768,1,0.0292,0.946,8.98e-05,0.246,0.505,83.428,3
A Country Boy Can Survive,"Hank Williams, Jr.",77dcKrzRUI02XjHd2okARp,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,13
Country Girl (Shake It For Me),Luke Bryan,0yD66650JxhqKbW76C2qCo,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,15
Do You Know You Are My Sunshine?,The Statler Brothers,7tDazHxWRxunXSloWkHIgN,0.632,0.345,7,-11.055,1,0.0282,0.774,0.0,0.124,0.783,102.286,10
Grandpa (Tell Me 'Bout The Good Old Days),The Judds,0ogTZlmFqg5xyFCMpRAEb4,0.56,0.239,4,-16.732,1,0.0347,0.473,1.37e-05,0.0565,0.601,201.672,3
Real Good Man,Tim McGraw,4ns2xaym21aBOOUN1vaBPJ,0.56,0.827,2,-5.393,1,0.0266,0.00986,1.13e-05,0.328,0.639,89.93,6
She Thinks I Still Care,George Jones,2gjwUEyO1O8zVunCbItrHu,0.558,0.305,11,-11.992,1,0.0293,0.649,0.0,0.0848,0.617,115.332,3
All My Friends Say,Luke Bryan,539dFCMA8lfEElDPgGpcIB,0.683,0.9,9,-4.422,1,0.0333,0.0439,0.0,0.177,0.962,117.036,1
Except for Monday,Lorrie Morgan,2iCJEYdoYbCxFoUg8759nm,0.658,0.6,7,-11.984,1,0.0326,0.0818,3.52e-06,0.0637,0.886,170.114,1
There Goes My Everything,Jack Greene,3aCTkhw102uz8NCRZZv1qF,0.363,0.341,10,-10.81,1,0.0288,0.838,0.0,0.147,0.36,139.08,3
Remember When,Alan Jackson,1nCSr7oGeUv7sUEoYuAJFF,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,3
We've Got Tonight,"Kenny Rogers, Sheena Easton",5vXsj8L4DK1gGQ43BBG028,0.543,0.227,8,-11.247,1,0.0298,0.767,4.29e-05,0.103,0.292,123.548,3
Don't Take Your Guns to Town,Johnny Cash,0p7QF136UOOUHnyU8CuZra,0.629,0.204,10,-12.619,1,0.075,0.864,0.0,0.0863,0.489,89.199,3
Save It for a Rainy Day,Kenny Chesney,6wfTb2he5ANMQSFnlamnyi,0.538,0.775,7,-5.48,1,0.0291,0.0053,0.0,0.0807,0.614,154.889,4
I've Always Been Crazy,Waylon Jennings,2rmNddZ5XSLhpow3uBHo65,0.606,0.709,9,-12.009,1,0.0384,0.0688,0.011,0.137,0.537,109.864,13
Don't Close Your Eyes,Keith Whitley,3eIc0XWlqNkT290DfwNyBJ,0.618,0.271,7,-13.695,1,0.026,0.723,0.000558,0.129,0.264,78.334,3
Watching You,Rodney Atkins,5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,15
You're Still The One,Shania Twain,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,10
Amarillo Sky,Jason Aldean,4hCv07JQHyyOrC72WjeDuF,0.491,0.776,2,-3.887,1,0.0393,0.314,0.0,0.146,0.428,154.988,4
